stream,next_stream,drainage_area_km2,length_km,area_sqkm,centroid_lon,centroid_lat,l1,vo
420540507,420540284,0.918,0.259,0.059,-74.8301785714286,40.38529761904763,0.4717550963942432,1.19251572584353
420542542,420542543,4.354000000000001,0.375,0.105,-74.82895833333333,40.37619791666668,0.4851782097937455,0.9315368840240466
420541321,420541928,0.269,0.725,0.269,-74.82994658119658,40.38001068376068,0.4556674272620892,1.4346281097804807
420543344,420543147,2.9200000000000004,0.188,0.053,-74.83437499999998,40.37291666666667,0.4820423654951032,1.027418170635663
420541927,420543344,0.993,0.979,0.282,-74.83820736434107,40.37710271317829,0.4757477048903892,1.2004617942127584
420543147,420543148,3.741000000000001,0.188,0.046,-74.83279761904761,40.37410714285714,0.4836822042524933,0.9513341709583536
420543148,420543345,3.9060000000000006,0.117,0.027,-74.83166666666666,40.37437500000001,0.4858771191638721,0.9490967738210794
420543345,420542542,4.176,0.21,0.053,-74.82947916666669,40.37343750000001,0.4867386436703944,0.938508183663116
420542934,420542543,0.138,0.419,0.138,-74.82478174603176,40.37367063492064,0.4507749123685871,1.5179263994985646
420543346,420542542,0.073,0.117,0.073,-74.82685606060606,40.37306818181817,0.458971437391296,1.6960258544950944
420542129,420543148,0.138,0.419,0.138,-74.83418650793652,40.37791666666666,0.4515571538508347,1.534237814467282
420542543,420541928,4.571000000000001,0.233,0.079,-74.82572916666668,40.37729166666667,0.4823103800099931,0.9346382885132172
420541925,420541926,0.474,0.701,0.204,-74.8455510752688,40.37848118279569,0.4491271287469629,1.172289610658038
420541928,420541322,4.899000000000001,0.233,0.059,-74.82606481481484,40.37912037037037,0.4907428441259761,0.9201098509206584
420541926,420541927,0.6779999999999999,0.071,0.014,-74.84249999999999,40.38,0.4538936780028385,1.173698944501178
420541530,420541927,0.033,0.233,0.033,-74.84141666666667,40.38141666666668,0.4514562564141292,1.6791943516117196
420541320,420541926,0.19,0.562,0.19,-74.84679597701148,40.38130747126437,0.4466360981785465,1.4087532081003369
420540506,420539880,0.413,0.937,0.413,-74.83925264550264,40.38311507936508,0.4559141782828945,1.1826294954511252
420540715,420540284,0.105,0.326,0.105,-74.83000000000003,40.38273809523812,0.4539511874331047,1.623431128512943
420539880,420540507,0.78,0.375,0.262,-74.83385416666668,40.3845,0.4680133744699223,1.1968553293001218
420540076,420539880,0.105,0.213,0.105,-74.83697916666665,40.38640625,0.4513567773014487,1.6130184065370647
420539881,420540507,0.079,0.117,0.079,-74.83215277777776,40.38763888888888,0.4537689800537822,1.6388548800211429
420536148,420536149,0.347,0.982,0.347,-74.85596698113207,40.39992924528302,0.456477731721206,1.2054368313032984
420536765,420536549,1.5299999999999998,0.117,0.027,-74.84625,40.400208333333325,0.4888702524265415,1.191647741337288
420536149,420536765,0.919,0.491,0.184,-74.84994047619044,40.40127976190476,0.4700386487862195,1.2149781195894835
420534719,420536549,0.321,0.696,0.321,-74.84686224489793,40.40596088435375,0.4605945354524537,1.245331073045581
420535930,420536149,0.388,0.117,0.014,-74.85125000000001,40.40416666666667,0.4555139845989897,1.23074141749008
420535531,420535930,0.243,0.679,0.243,-74.85591216216216,40.40447072072071,0.453504681079096,1.4182372544995037
420534926,420535930,0.131,0.21,0.131,-74.85120833333335,40.40666666666667,0.4546724051931016,1.537993917963887
420537156,420537157,0.289,0.491,0.289,-74.85327651515153,40.39689393939394,0.4544959461182313,1.2242908445695324
420537157,420536765,0.584,0.35,0.105,-74.84749999999998,40.39786458333333,0.4562986023449445,1.1829692092021562
420537773,420537157,0.19,0.442,0.19,-74.85021551724138,40.394497126436775,0.4506214825967694,1.4028805149613106
420538573,420539664,0.21,0.583,0.21,-74.85440104166665,40.39101562499999,0.4469606100491749,1.3957433638213748
420539247,420540713,0.328,0.188,0.328,-74.85771666666666,40.388366666666656,0.4477021906884938,1.1946402590053702
420539248,420539664,0.073,0.21,0.073,-74.85132575757575,40.38988636363636,0.4505825519817665,1.6761694314302134
420539442,420539249,5.776000000000001,0.375,0.184,-74.84782738095238,40.38702380952382,0.49595248285137,0.8952448773949426
420539664,420540282,0.349,0.326,0.066,-74.85150000000002,40.3875,0.4502263027320752,1.1906360772318036
420540281,420540505,0.118,0.304,0.118,-74.85902777777778,40.38578703703703,0.4458333317619987,1.5026750372593278
420540282,420539442,5.546,0.304,0.125,-74.85037280701756,40.38418859649124,0.4919501687845414,0.887619271755555
420540505,420540713,4.73,0.375,0.236,-74.85405092592592,40.382615740740725,0.4830765610402603,1.0353034611301155
420540713,420540282,5.072,0.071,0.014,-74.85249999999999,40.38499999999999,0.4873648669844499,0.8948256546355426
420540714,420539442,0.046,0.186,0.046,-74.84839285714285,40.38422619047618,0.4541741815877376,1.6674636785650754
420541319,420540505,4.376,0.233,0.059,-74.85671296296296,40.38143518518519,0.4819381957105925,0.8860056062174446
420542127,420542126,0.269,0.606,0.269,-74.85397357723578,40.37616869918699,0.4458044016893413,1.3826697348683417
420542128,420541925,0.145,0.284,0.145,-74.85041666666665,40.37761363636363,0.4447481246277111,1.4469082478804434
420542541,420542126,3.423,0.233,0.099,-74.85975,40.37658333333332,0.4834143779831854,0.9567665893469486
420542931,420542541,2.648,0.302,0.079,-74.85812500000002,40.37534722222224,0.4759421152836046,0.9891110737272376
420542932,420541925,0.125,0.397,0.125,-74.84932017543859,40.37462719298246,0.4480005224515788,1.5235496511074649
420540717,420541726,0.414,0.373,0.118,-74.78361111111109,40.38236111111111,0.4531374060482322,1.2204101354016186
420540716,420541726,0.164,0.466,0.164,-74.78825,40.383350000000014,0.4587152285041702,1.459125803973746
420540079,420540717,0.158,0.35,0.158,-74.78621527777777,40.38572916666668,0.458593442117189,1.460654457014679
420539886,420540717,0.138,0.326,0.138,-74.78311507936509,40.386408730158735,0.4591921790264486,1.5166786533143726
420538578,420539026,2.974,0.375,0.177,-74.78770061728397,40.391033950617285,0.4805948693952423,1.0417410408958432
420538811,420538578,0.079,0.188,0.079,-74.78541666666665,40.39159722222222,0.4588292128944343,1.651957182257569
420538160,420538578,2.718,0.21,0.053,-74.78895833333333,40.39479166666669,0.4823461398860958,1.053251637779542
420537982,420538160,2.429,0.258,0.066,-74.78516666666665,40.39525,0.4794013620373911,1.068232167949096
420538387,420537982,0.112,0.117,0.112,-74.78311274509801,40.3926225490196,0.4593223590441088,1.6208773582913516
420536556,420538160,0.236,0.395,0.236,-74.7867824074074,40.398842592592594,0.4592415179436085,1.428340329083292
420537375,420537982,2.251,0.304,0.164,-74.78231666666667,40.39601666666666,0.4776644200039187,1.203268021693184
420537777,420537375,0.105,0.188,0.105,-74.77890625000002,40.39552083333334,0.4590918847470531,1.6218018773729923
420536151,420537375,1.982,0.233,0.158,-74.78104166666665,40.40065972222223,0.4833034535637114,1.1920979195496293
420540510,420540078,5.683000000000002,0.35,0.092,-74.80113095238093,40.38482142857143,0.4938061213516068,0.9138809866511304
420539444,420540919,1.93,0.583,0.184,-74.80988095238095,40.386904761904766,0.4880682959828398,1.1856505889524296
420540920,420540510,0.059,0.117,0.059,-74.79856481481481,40.38356481481482,0.4587935830894167,1.693196949536661
420540286,420540510,5.532000000000002,0.188,0.138,-74.79664682539683,40.38478174603175,0.4925716153276488,0.9212106189460812
420540285,420540508,8.841999999999999,0.117,0.014,-74.81500000000001,40.38666666666667,0.4772981696970415,0.5746202027361356
420539445,420540286,0.092,0.304,0.092,-74.80095238095234,40.38827380952381,0.4615570398002434,1.6506578410505754
420539665,420540286,5.302000000000001,0.421,0.23,-74.79627380952381,40.3877261904762,0.4896257242648026,0.9472138239520468
420539025,420540285,0.177,0.513,0.177,-74.81282407407407,40.38924382716049,0.4579665005189978,1.4340285531849233
420539885,420539446,0.118,0.304,0.118,-74.79097222222224,40.38726851851853,0.4590933637458314,1.539569667265679
420538575,420539444,1.556,0.7,0.321,-74.80497448979592,40.390450680272096,0.4863329120599561,1.216607595420091
420538385,420539444,0.19,0.559,0.19,-74.80923850574712,40.39193965517239,0.4589846904676053,1.4294363065019509
420539446,420539665,4.941000000000001,0.188,0.053,-74.79416666666665,40.389444444444415,0.4855534215789062,0.9189212534638458
420538576,420539665,0.131,0.21,0.131,-74.797125,40.391375,0.4606484445321845,1.517793015585385
420539253,420539446,4.7700000000000005,0.117,0.014,-74.79333333333331,40.38999999999998,0.4820300845344977,0.9471190090314676
420539026,420539253,4.6770000000000005,0.188,0.099,-74.79025000000003,40.38986111111112,0.4830362567306039,0.9385035981310258
420538577,420539253,0.079,0.093,0.079,-74.7942361111111,40.39249999999999,0.4571142372932903,1.6618126144565526
420536966,420539026,1.604,1.117,0.269,-74.79110772357724,40.39602642276423,0.4868516041912512,1.189858665503566
420537775,420538575,0.158,0.304,0.158,-74.80590277777777,40.39513888888889,0.4577212608163338,1.4429349248870025
420538386,420538575,1.077,0.233,0.073,-74.80125,40.39306818181818,0.4840730913503354,1.2100511765759037
420537374,420538810,7.908999999999999,0.442,0.164,-74.81468333333332,40.39524999999999,0.483342053307489,0.7132216857799143
420536767,420538386,0.951,0.117,0.171,-74.79929487179487,40.39708333333333,0.475838806707618,1.190870550752954
420537776,420538386,0.053,0.117,0.053,-74.80333333333334,40.395625,0.4569799055649852,1.6812414672378688
420536554,420536767,0.223,0.744,0.223,-74.8019362745098,40.39879901960785,0.4583018943371396,1.4184554234630815
420535734,420536767,0.557,1.517,0.557,-74.79539705882353,40.399044117647065,0.4589240765057787,1.1820311886916088
420537160,420537374,7.082999999999999,0.562,0.256,-74.81095720720721,40.39751126126127,0.4935076998897314,0.7671789751475133
420536365,420537160,6.721999999999999,0.491,0.171,-74.80599358974361,40.40032051282053,0.4898080517088695,0.8406452997416348
420536364,420537160,0.105,0.302,0.105,-74.80942708333336,40.40140625000001,0.4576631155527279,1.6215262050680082
420536555,420536966,0.027,0.304,0.027,-74.79145833333335,40.40083333333335,0.4560884543041215,1.6813082191235054
420535733,420536365,0.105,0.21,0.105,-74.80692708333333,40.40395833333334,0.4580427531217253,1.619831866230539
420535932,420536365,6.445999999999999,0.421,0.112,-74.80223039215684,40.40281862745098,0.4900712510573587,0.8198214524378434
420534929,420535932,0.236,0.446,0.236,-74.80437500000002,40.406296296296304,0.4586200630179068,1.4151565658184777
420535139,420535932,6.097999999999999,0.653,0.295,-74.79832364341081,40.405474806201525,0.4901214695158475,0.8446939887838039
420534930,420535735,0.125,0.233,0.125,-74.79282894736842,40.4068201754386,0.4564145770265191,1.5264746477074682
420540284,420540077,1.109,0.233,0.086,-74.82714743589744,40.38548076923075,0.4873916633592181,1.2074691495987762
420540283,420539249,0.079,0.21,0.079,-74.84444444444443,40.38569444444444,0.4539393231006474,1.6216145321365962
420539882,420540077,13.059,0.117,0.007,-74.82708333333333,40.38875,0.4667163871578286,0.5338587464345096
420539249,420539250,6.091,0.491,0.236,-74.8446759259259,40.3892361111111,0.4952783380887838,0.8379101863432132
420539251,420539882,12.999,0.304,0.138,-74.82922619047618,40.38938492063492,0.4679324612150117,0.5318897099038183
420539443,420539250,0.125,0.21,0.125,-74.83993421052632,40.38831140350877,0.4515791538863334,1.513771996880334
420539250,420538574,6.243,0.117,0.027,-74.84166666666667,40.39041666666667,0.4910696730500521,0.8168969506512612
420538574,420538159,6.8,0.633,0.236,-74.83784722222222,40.39180555555555,0.4894676500233824,0.841533233068771
420537980,420538574,0.321,0.562,0.321,-74.84492346938775,40.3933418367347,0.451824311260703,1.2078406313592769
420538159,420538808,12.349,0.375,0.177,-74.83365740740743,40.39229938271606,0.4679895172265381,0.5342083640714084
420537981,420538159,5.372,0.186,0.033,-74.83441666666667,40.395416666666655,0.4893981473958877,0.91992274380489
420537559,420537981,2.84,0.446,0.158,-74.83788194444443,40.39604166666665,0.4782819509999954,0.9998601044142686
420537372,420537981,2.499,0.302,0.092,-74.83392857142857,40.39738095238096,0.4812765898670287,1.0469721328594104
420537371,420537559,2.57,0.188,0.04,-74.84083333333332,40.396805555555545,0.4778148446903469,1.015620766760617
420537558,420537371,0.092,0.188,0.092,-74.84273809523812,40.39660714285716,0.4572006877450965,1.6299469291206687
420536362,420537559,0.112,0.419,0.112,-74.83757352941176,40.40017156862746,0.4576103971589968,1.635252217056879
420536965,420537371,2.438,0.21,0.053,-74.84114583333334,40.399375,0.4830538450562732,1.054464644455441
420536551,420537372,2.138,0.466,0.164,-74.83138333333333,40.39995000000001,0.4857559513855545,1.1942988653817488
420535341,420537372,0.269,0.86,0.269,-74.83505081300812,40.402997967479685,0.4586259384539563,1.4192687562788882
420536964,420536766,0.066,0.188,0.066,-74.8445,40.39849999999999,0.4548172165038239,1.6861028742306692
420536766,420536965,2.188,0.117,0.033,-74.84241666666667,40.40024999999999,0.4794345128990245,1.1875256843599644
420535340,420536965,0.197,0.768,0.197,-74.83911111111114,40.40369444444445,0.4586259384539563,1.4341950085572253
420536550,420536766,2.0889999999999995,0.117,0.014,-74.84416666666668,40.40083333333335,0.4801105767570588,1.1698890102837027
420536549,420536550,1.904,0.213,0.053,-74.84500000000001,40.401250000000005,0.4861659120345839,1.1636300402286304
420535533,420536551,1.7639999999999998,0.375,0.158,-74.8280902777778,40.40267361111114,0.4883764828871716,1.1903155651471362
420535532,420536550,0.171,0.302,0.171,-74.84259615384616,40.40458333333335,0.4590081919419924,1.43705433651443
420536552,420535533,0.066,0.117,0.066,-74.82525,40.400916666666674,0.4531862861521122,1.7015583999526394
420535931,420535533,1.5399999999999998,0.117,0.027,-74.82625,40.403958333333335,0.4859502266673046,1.2344344239015823
420536150,420535931,0.014,0.071,0.014,-74.825,40.403333333333336,0.4586674210626285,1.6918482409739368
420535732,420535931,1.499,0.117,0.073,-74.82382575757576,40.40367424242425,0.4881393417549023,1.2253360636783903
420537162,420537161,0.092,0.188,0.092,-74.77541666666666,40.39785714285714,0.4589515939947629,1.6474362453357234
420536967,420536151,1.725,0.188,0.066,-74.77816666666668,40.39783333333334,0.4881227318941232,1.1970430620958838
420536367,420536151,0.099,0.304,0.099,-74.78313888888891,40.40091666666668,0.4601543145627804,1.6498994942555365
420537161,420536967,1.58,0.071,0.014,-74.7775,40.39916666666666,0.4890097654591008,1.225276538757735
420536768,420537161,1.474,0.117,0.027,-74.77708333333332,40.40062499999999,0.4892135860021266,1.2412088810021444
420535933,420536967,0.079,0.186,0.079,-74.77944444444444,40.402638888888895,0.4599743583731907,1.657644909564905
420536366,420536966,1.3079999999999998,0.326,0.079,-74.78986111111111,40.40145833333333,0.4869544791066404,1.2028632618385129
420536557,420536768,1.368,0.188,0.066,-74.77611111111115,40.401527777777794,0.4901536379818967,1.236134348611464
420535736,420536768,0.079,0.233,0.079,-74.778125,40.40368055555555,0.4595320391734818,1.6535064744703614
420536769,420536557,0.04,0.071,0.04,-74.77333333333333,40.399722222222216,0.4597215501636885,1.6920401552826032
420535737,420536557,1.262,0.233,0.125,-74.77467105263158,40.40282894736843,0.4878733867137466,1.2494785935291115
420536558,420535737,0.151,0.188,0.151,-74.77023550724638,40.4010688405797,0.4587050426723664,1.4869323260776293
420535735,420536366,0.8949999999999999,0.35,0.086,-74.79041666666664,40.403942307692304,0.4763864401911579,1.1920815844058057
420534522,420536366,0.334,0.866,0.334,-74.78396241830062,40.405678104575145,0.4597546928799403,1.2197129352913467
420535934,420535737,0.986,0.117,0.027,-74.77270833333331,40.40375,0.478692229495729,1.2342494145276817
420534933,420535738,0.308,0.516,0.308,-74.76800531914894,40.40454787234044,0.4613728407788816,1.2617948833967394
420535738,420535934,0.651,0.117,0.04,-74.77138888888888,40.404027777777785,0.4593317800523152,1.218489047206817
420534299,420535934,0.308,0.863,0.308,-74.77784259259262,40.4079351851852,0.4623046663549687,1.2608209890299509
420535535,420535735,0.6839999999999999,0.093,0.014,-74.79083333333332,40.40583333333333,0.4661106937132567,1.1917759005863098
420535141,420535738,0.303,0.326,0.059,-74.77180555555557,40.40671296296297,0.4614606704790261,1.2602811250398676
420534931,420535535,0.486,0.421,0.125,-74.78752192982458,40.406776315789465,0.4579301753393638,1.1910532869831405
420533901,420535535,0.184,0.696,0.184,-74.78916666666669,40.41005952380954,0.456023686332718,1.423058998937314
420535140,420535141,0.033,0.071,0.033,-74.77408333333332,40.40758333333333,0.458947615337481,1.69505840009461
420534523,420535141,0.211,0.326,0.079,-74.77145833333334,40.40951388888888,0.4578490794451755,1.4413474655583178
420534932,420534931,0.073,0.35,0.073,-74.78435606060606,40.40882575757576,0.4577981020085602,1.6845958399447754
420533111,420534931,0.288,0.535,0.288,-74.78422348484848,40.4124053030303,0.4601179278565276,1.2505126821290933
420534301,420534523,0.02,0.093,0.02,-74.77236111111111,40.41097222222221,0.4558001453131253,1.698355465686111
420534300,420534523,0.112,0.375,0.112,-74.77492647058821,40.41007352941176,0.4561248816774679,1.6246978434237551
420534521,420535139,2.267,0.21,0.059,-74.79847222222222,40.40976851851851,0.4740223777081614,1.1559529006050693
420533899,420535139,3.535999999999999,0.537,0.164,-74.79505,40.41025,0.4820885138072027,0.9597994339243404
420534721,420534521,0.053,0.117,0.053,-74.80104166666666,40.40875,0.4577267218320489,1.6792415692676252
420533898,420534521,2.155,0.302,0.092,-74.79904761904761,40.41148809523808,0.4740420055265561,1.1629753049257034
420534298,420533899,0.046,0.071,0.046,-74.79196428571429,40.41029761904762,0.4574007123997643,1.6790233137151795
420533900,420533899,3.325999999999999,0.117,0.027,-74.79270833333332,40.41208333333332,0.484261944416364,0.9985389377639484
420533109,420533705,0.158,0.233,0.158,-74.81253472222221,40.41423611111112,0.4574456948306689,1.466312758808098
420533706,420533707,0.19,0.562,0.19,-74.80739942528736,40.41176724137932,0.4604253440365808,1.4392912185739384
420533897,420533288,0.118,0.326,0.118,-74.80467592592592,40.41004629629629,0.4574790023246615,1.5384230403562973
420533289,420533900,0.059,0.093,0.059,-74.79374999999999,40.41449074074074,0.4580090245199009,1.6790233137151795
420533492,420533898,1.755,0.233,0.086,-74.80214743589741,40.41189102564102,0.4878733076854033,1.1619082555572882
420532897,420533900,3.24,0.583,0.315,-74.7904340277778,40.41586805555556,0.4829650474730221,1.013881299628772
420532309,420533898,0.308,0.698,0.308,-74.79612588652483,40.41587765957448,0.4602425453235227,1.2315314769686725
420533288,420533492,0.6900000000000001,0.142,0.04,-74.80291666666665,40.41416666666667,0.4617794531281974,1.1869316003465595
420533707,420533288,0.532,0.071,0.014,-74.80416666666669,40.41375000000001,0.4572708559531826,1.1851195906204273
420533110,420533492,0.979,0.186,0.04,-74.80187499999995,40.41562499999999,0.4762207810274099,1.2017208826134675
420532308,420533707,0.328,0.537,0.328,-74.80765000000002,40.416700000000006,0.4615569909090333,1.2496064474483424
420532112,420533110,0.125,0.21,0.125,-74.80405701754388,40.41844298245613,0.4580145962182034,1.5297405975168683
420532527,420533110,0.814,0.326,0.086,-74.79983974358974,40.41714743589745,0.4722944261504955,1.189862526074787
420531685,420532527,0.125,0.35,0.125,-74.80195175438597,40.42054824561404,0.4569707130274388,1.53063117422794
420530479,420532527,0.603,1.074,0.603,-74.79499094202895,40.422454710144926,0.4579794032196062,1.186292843510018
420533896,420533705,0.086,0.213,0.086,-74.81054487179489,40.41112179487181,0.4589881280886277,1.6536908840352895
420533290,420532897,0.072,0.233,0.072,-74.78662878787878,40.41450757575759,0.4552997262760946,1.6814065884625786
420532310,420532897,2.853,0.326,0.079,-74.78777777777779,40.41833333333333,0.4777395227586529,1.0173241803903972
420532311,420532310,0.164,0.258,0.164,-74.78408333333333,40.41788333333334,0.4568449237546083,1.4569682836625226
420531686,420532310,2.6099999999999994,0.326,0.151,-74.7871920289855,40.42096014492751,0.4749633309626981,1.0222168169697228
420531492,420531686,2.177,0.117,0.02,-74.78430555555556,40.42125000000002,0.4731217000215471,1.1693680949619647
420530053,420531686,0.282,0.839,0.282,-74.78869186046512,40.42568798449612,0.4601470772623243,1.301126574025624
420531493,420531492,1.122,0.142,0.033,-74.78291666666667,40.42191666666668,0.4823088425294071,1.2339115430380767
420531687,420531493,0.033,0.071,0.033,-74.78141666666666,40.42091666666666,0.4565329143872676,1.697523708725762
420530257,420531493,1.0559999999999998,0.421,0.216,-74.78013888888891,40.42385101010102,0.4811278304785076,1.2467417006897197
420530054,420531492,1.035,0.696,0.177,-74.78322530864196,40.42587962962963,0.4791191796416512,1.2387488296339746
420531282,420530257,0.099,0.304,0.099,-74.77680555555558,40.42291666666668,0.460129943396723,1.6492008420702189
420529852,420530257,0.7409999999999999,0.583,0.295,-74.7759537037037,40.42663888888888,0.4688889646995902,1.229231332283455
420529642,420529852,0.158,0.233,0.158,-74.77229166666667,40.42788194444445,0.4555448018384496,1.4764935705332654
420529424,420530054,0.131,0.233,0.131,-74.78570833333335,40.428625,0.4608266995418721,1.5211333347438227
420527779,420530054,0.727,1.541,0.727,-74.77913288288293,40.43341216216218,0.4584739606096445,1.2254512076461874
420528175,420529852,0.288,0.627,0.288,-74.77316287878787,40.43276515151515,0.4478087392114666,1.2833944710572245
420559164,420558550,0.053,0.093,0.053,-74.77041666666668,40.3103125,0.4557405537892132,1.7515580474596193
420558550,420558335,0.283,0.234,0.059,-74.77097222222223,40.31236111111111,0.4589096325810738,1.274664131399644
420558551,420557887,0.25,0.397,0.25,-74.76535087719299,40.311885964912285,0.4636143920556011,1.4444218080890177
420558335,420557887,0.396,0.117,0.014,-74.77,40.31416666666666,0.4563553453245761,1.1654673055030265
420556820,420555787,0.413,1.001,0.413,-74.76035052910058,40.31580026455027,0.4629089734628603,1.1714255855677174
420557887,420557667,0.764,0.21,0.118,-74.76662037037038,40.31467592592592,0.4743495769995331,1.173351817269415
420557264,420557048,0.191,0.559,0.191,-74.75662356321837,40.3155316091954,0.4679308483659596,1.4738972420458427
420557666,420557667,0.02,0.071,0.02,-74.77124999999998,40.31708333333334,0.4423023533981324,1.7507911673795116
420557667,420556419,0.8170000000000001,0.117,0.033,-74.7720833333333,40.31708333333332,0.4595205857158241,1.157348933662406
420556418,420556419,0.295,0.492,0.295,-74.7705277777778,40.31913888888889,0.4450627376042494,1.2063982349405822
420556419,420555787,1.388,0.725,0.276,-74.76476190476193,40.3189880952381,0.4849867617877789,1.1583896362048574
420555787,420555788,1.959,0.375,0.158,-74.76083333333335,40.32243055555556,0.4839933096942648,1.132084999441464
420556420,420555788,0.027,0.234,0.027,-74.75666666666666,40.32104166666667,0.4576183142763767,1.7479982876037876
420555788,420554048,2.065,0.234,0.079,-74.75777777777776,40.32298611111111,0.4805879228783567,1.13916595023767
420554046,420554047,0.453,1.167,0.453,-74.76182971014492,40.32629830917876,0.4375361939757762,1.1565342676612136
420560038,420559600,0.335,1.022,0.335,-74.7855473856209,40.30327614379083,0.4572215763205576,1.177808818758388
420560039,420559601,0.289,0.813,0.289,-74.78100378787879,40.3035606060606,0.4606840621264614,1.2151222526795658
420560040,420559602,0.118,0.35,0.118,-74.77814814814816,40.30601851851853,0.4598259164960262,1.5513843884431993
420559163,420559602,0.295,0.679,0.295,-74.77575000000002,40.30815740740741,0.4620901068908222,1.2152130409934307
420559602,420559601,0.4659999999999999,0.213,0.053,-74.78083333333333,40.30885416666666,0.4521792492577296,1.159534155508946
420559601,420559600,0.7689999999999999,0.071,0.014,-74.78250000000001,40.30916666666668,0.4620699935099505,1.1552274779574394
420559600,420558983,1.15,0.21,0.046,-74.7832738095238,40.30922619047619,0.4810142669434434,1.1756019281542234
420559599,420558983,0.7360000000000001,0.117,0.027,-74.78541666666666,40.30916666666669,0.4491674135119354,1.162394145606657
420558983,420558118,1.952,0.302,0.066,-74.78466666666668,40.311,0.4726933336265069,1.131682127042605
420558774,420558550,0.171,0.304,0.171,-74.77349358974358,40.31070512820514,0.4577862147071869,1.4615703922000138
420558334,420557047,0.191,0.629,0.191,-74.78076149425287,40.31225574712644,0.4520674377389023,1.4545851285298976
420558773,420558118,0.225,0.188,0.027,-74.78708333333333,40.31208333333333,0.4370694095554467,1.4479584539816686
420558118,420557047,2.263,0.35,0.086,-74.78503205128204,40.31375,0.4591765561378119,1.1414774255855027
420558119,420558335,0.099,0.259,0.099,-74.77291666666666,40.31471153846154,0.4575860784037585,1.6960450786867496
420557046,420557047,0.184,0.33,0.184,-74.78645833333331,40.31735119047619,0.4387784421828415,1.4563799335153098
420557665,420556818,0.204,0.492,0.204,-74.77686827956992,40.31522849462365,0.4528764045632521,1.452011664165919
420557047,420556818,2.815,0.397,0.177,-74.78183641975309,40.31637345679012,0.4659035616300879,0.9958861725126532
420559821,420559599,0.538,1.029,0.538,-74.79132113821139,40.30536585365854,0.4552132389430978,1.1524719049700884
420559162,420559599,0.171,0.633,0.171,-74.79009615384614,40.309519230769205,0.4356872899337293,1.4582319380518531
420554048,420554047,3.11,0.837,0.4,-74.75436475409836,40.327616120218586,0.4569993681589052,0.9913316811821008
420554044,420553223,0.315,1.0,0.315,-74.76743055555553,40.32602430555554,0.43639953549696,1.1934038169223231
420553623,420553223,68.99,0.375,0.138,-74.7685119047619,40.33093253968253,0.4961263955602569,0.2900348630152869
420554045,420553223,0.066,0.304,0.066,-74.76366666666667,40.33025000000001,0.4337345040972463,1.7495221099041909
420554047,420551949,3.583,0.117,0.02,-74.75652777777778,40.330416666666665,0.4606883344194686,0.9598964217581184
420553419,420551949,70.83300000000001,0.259,0.066,-74.75733333333334,40.33266666666667,0.503127366417436,0.2972938414003901
420553223,420553011,69.444,0.188,0.073,-74.76708333333336,40.33321969696971,0.4968001522255634,0.2888547812196482
420551949,420551729,74.74400000000001,0.584,0.328,-74.75408333333336,40.33463333333333,0.4920935517397646,0.2727791305488504
420553011,420553419,69.891,0.567,0.256,-74.7619764957265,40.33272435897435,0.495944404317024,0.2850491574981745
420553012,420553419,0.8760000000000001,0.21,0.04,-74.7590277777778,40.33458333333334,0.4528732189208783,1.1482915705015428
420552144,420553011,0.191,0.511,0.191,-74.76616379310344,40.33647988505746,0.4370424083547359,1.4611252267028148
420552145,420553012,0.678,0.537,0.138,-74.76132936507936,40.3369246031746,0.4423656321526212,1.1547223055314595
420551728,420553012,0.158,0.559,0.158,-74.7579513888889,40.33815972222223,0.4308461390587854,1.470302118488359
420551344,420551729,0.243,0.419,0.243,-74.752759009009,40.33951576576576,0.4287291025660705,1.4407422799632623
420551343,420552145,0.073,0.234,0.073,-74.76071969696973,40.34034090909092,0.4382183652066147,1.7392084553224596
420550314,420552145,0.204,0.815,0.204,-74.76550287356321,40.3426867816092,0.4389596635700326,1.4615297640596463
420550517,420550315,0.308,0.542,0.308,-74.75726063829784,40.34353723404255,0.4362697889104746,1.1947280517611718
420549517,420550315,0.282,0.537,0.282,-74.75576550387596,40.34766472868217,0.4338287529863855,1.2642493927887912
420556000,420554048,0.645,0.397,0.138,-74.7535119047619,40.32303571428572,0.460847391941292,1.1487810185598972
420556222,420556000,0.118,0.234,0.118,-74.7515277777778,40.31962962962962,0.4549994276209191,1.541892632449259
420556612,420556000,0.389,0.302,0.059,-74.75467592592592,40.32013888888889,0.456377596110091,1.1641346377904704
420556821,420556612,0.033,0.117,0.033,-74.75308333333334,40.31908333333334,0.4549994276209191,1.7495463214249487
420557048,420556612,0.297,0.117,0.027,-74.75562500000002,40.318750000000016,0.4559496051023396,1.207370852807531
420557486,420557048,0.079,0.21,0.079,-74.75374999999998,40.316527777777765,0.4689431510242418,1.7251126636944738
420557052,420557893,119.74499999999996,0.487,0.151,-74.68461956521736,40.31842391304345,0.4834065494912354,0.2780009680460854
420556617,420557052,0.789,0.093,0.014,-74.68458333333335,40.32083333333334,0.4731972117120931,1.2320007607542065
420556226,420557052,118.80499999999996,0.421,0.099,-74.68219444444446,40.32136111111112,0.4813910831920149,0.2827734062168912
420556004,420556617,0.342,0.326,0.046,-74.68410714285716,40.32267857142857,0.4614224232872715,1.263466656701202
420555789,420553826,0.191,0.559,0.191,-74.7487212643678,40.32179597701148,0.4605597275180368,1.4656465606638749
